News_Source,Bias,Reporting,Country,Credibility,Media_Type,Traffic,Popularity_Estimate,link
WCSC - Charleston News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/wcsc-charleston-news/
Live Action,Conspiracy-Pseudoscience,Mixed,United States,Low Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/live-action/
Live Leak,Questionable Sources,Mixed,United States,Low Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/liveleak/
Mint Newspaper (livemint.com),Least Biased,Mixed,India,Medium Credibility,Newspaper,High Traffic,High Traffic,https://mediabisfactcheck.com/mint-newspaper-bias/
Live Science,Pro-Science,High,United States,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/live-science/
Live Universal Awareness Map,Least Biased,Mostly Factual,United States,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/live-universal-awareness-map-bias/
Livingston County Daily Press & Argus,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/livingston-county-daily-press-argus-bias/
Livingston Today,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/livingston-today-bias/
Lawrence Journal-World,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/lawrence-journal-world-bias/
WKRC - Cincinnati,Right-Center,High,United States,High Credibility,TV Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/wkrc-cincinnati-bias/
WHP - Harrisburg News,Right-Center,High,United States,High Credibility,TV Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/whp-harrisburg-news/
WDVM - DCW 50,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/wdvm-dcw-50/
WATN - Memphis News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/watn-memphis-news-bias/
KIFI - Idaho Falls News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/kifi-idaho-falls-news-bias/
WSYR - Syracuse News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/wsyr-syracuse-news-bias/
Twiner-Herald,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/twiner-herald-bias/
Logically,Least Biased,High,United Kingdom,High Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/logically/
The Journal News,Left-Center,High,United States,High Credibility,,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/the-journal-news/
Lompoc Record,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/lompoc-record/
London Web News,Questionable Sources,Low,United Kingdom,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/london-web-news/
Lone Conservative,Right,Mixed,United States,Medium Credibility,,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/lone-conservative/
FDD's Long War Journal,Right-Center,High,United States,High Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/fdds-long-war-journal/
Louder with Crowder,Questionable Sources,Mixed,United States,Low Credibility,Radio Station,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/louder-with-crowder/
Louisville City Wire,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/louisville-city-wire-bias/
Lovely County Citizen,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/lovely-county-citizen-bias/
Lowe Delta News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/lowe-delta-news/
Lowndes Signal,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/lowndes-signal-bias/
Lozier Institute,Right,Mixed,United States,Medium Credibility,,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/lozier-institute/
La Porte County Herald-Dispatch,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/la-porte-county-herald-dispatch-bias/
Lubbock Avalanche Journal,Right-Center,High,United States,High Credibility,,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/lubbock-avalanche-journal/
American Lung Association,Pro-Science,High,United States,High Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/american-lung-association/
Luverne Journal,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/luverne-journal-bias/
Moscow 24,Right-Center,Mixed,Russia,Medium Credibility,TV Station,High Traffic,High Traffic,https://mediabiasfactcheck.com/moscow-24/
Massachusetts Business Daily,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/massachusetts-business-daily-bias/
Maclean's Magazine,Left-Center,High,Canada,High Credibility,Magazine,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/macleans-magazine/
Macomb Today,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/macomb-today-bias/
Macon Reporter,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/macon-reporter-bias/
Macon Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/macon-times/
Madhouse Magazine,Satire,,United States,N/A,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/madhouse-magazine/
Wisconsin State Journal,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/wisconsin-state-journal/
Mad World News,Questionable Sources,Low,United States,Low Credibility,,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/mad-world-news/
MAGA Daily Report,Questionable Sources,Mixed,United States,Low Credibility,,No Data,No Data,https://mediabiasfactcheck.com/maga-daily-report/
Atavist Magazine,Left-Center,Very High,United States,High Credibility,Magazine,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/atavist-magazine/
Times-News (Idaho),Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/times-news-idaho/
Magic Valley Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/magic-valley-times/
Maine Beacon,Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/maine-beacon/
Maine Business Daily,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/maine-business-daily-bias/
Maine Highlands News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/maine-highlands-news-bias/
Maine Lakes News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/maine-lakes-news-bias/
Mainichi Shimbun,Left-Center,High,Japan,High Credibility,,High Traffic,High Traffic,https://mediabiasfactcheck.com/mainichi-shimbun-bias-credibility/
Mainstream Fake Media,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/mainstream-fake-media-bias/
Malay Mail,Right-Center,Mostly Factual,Malaysia,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/malay-mail-bias/
Malaysia Today,Right-Center,Mixed,Malaysia,Medium Credibility,,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/malaysia-today/
Malaysiakini,Left-Center,Mostly Factual,Malaysia,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/malaysiakini/
Manatee Review,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/manatee-review/
Manhattan Institute for Policy Research,Right,Mixed,United States,Medium Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/manhattan-institute-for-policy-research/
Manila Business Daily,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/manila-business-daily-bias/
Maple Ridge - Pitt Meadows News,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/maple-ridge-pitt-meadows-news-bias/
Maplight,Left-Center,High,United States,High Credibility,,No Data,No Data,https://mediabiasfactcheck.com/maplight/
Marginal Revolution,Right-Center,High,United States,High Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/marginal-revolution/
The Marietta Times,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/the-marietta-times/
Marin Independent Journal,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/marin-independent-journal-bias/
Marin Leader,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/marin-leader/
MarketWatch,Right-Center,High,United States,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/marketwatch/
Marshall News Messenger,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/marshall-news-messenger-bias/
Martinsville Bulletin,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/martinsville-bulletin-bias/
In Defence of Marxism,Left,Mostly Factual,United Kingdom,High Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/in-defence-of-marxism/
Maryland Matters,Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/maryland-matters-bias/
Mashable,Left,Mostly Factual,United States,High Credibility,,High Traffic,High Traffic,https://mediabiasfactcheck.com/mashable/
Mat-Su Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/mat-su-times/
The Maui News,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/the-maui-news/
Maui Reporter,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/maui-reporter/
The Intellectualist,Left,Mixed,United States,Medium Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/the-intellectualist/
Mayo Clinic,Pro-Science,High,United States,High Credibility,Organization/Foundation,High Traffic,High Traffic,https://mediabiasfactcheck.com/mayo-clinic/
Manila Bulletin,Left-Center,Mixed,Philippines,Medium Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/manila-bulletin/
The Morning Call,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/the-morning-call/
McDonough County Voice,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/mc-donough-county-voice-bias/
McDowell News,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/mcdowell-news-bias/
McHenry Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/mchenry-times/
McLean County Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/mclean-county-times/
McPherson Sentinel,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/mcpherson-sentinel-bias/
McSweeney's Internet Tendency,Satire,,United States,N/A,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/mcsweeneys-internet-tendency/
Maryland Business Daily,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/maryland-business-daily-bias/
MDPI,Pro-Science,Mostly Factual,Switzerland,Medium Credibility,Journal,High Traffic,High Traffic,https://mediabiasfactcheck.com/mdpi-multidisciplinary-digital-publishing-institute-bias/
Acoustics Journal,Pro-Science,Mostly Factual,Switzerland,Medium Credibility,Journal,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/acoustics-journal-bias/
Actuators Journal,Pro-Science,Mostly Factual,Switzerland,Medium Credibility,Journal,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/actuators-journal-bias/
Administratives Sciences Journal,Pro-Science,Mostly Factual,Switzerland,Medium Credibility,Journal,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/administrative-sciences-journal-bias/
Adolescents Journal,Pro-Science,Mostly Factual,Switzerland,Medium Credibility,Journal,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/adolescents-journal-bias/
Aerospace Journal,Pro-Science,Mostly Factual,Switzerland,Medium Credibility,Journal,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/aerospace-journal-bias/
Agriculture Journal,Pro-Science,Mostly Factual,Switzerland,Medium Credibility,Journal,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/agriculture-journal-bias/
AgriEngineering Journal,Pro-Science,Mostly Factual,Switzerland,Medium Credibility,Journal,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/agriengineering-journal-bias/
Agrochemicals Journal,Pro-Science,Mostly Factual,Switzerland,Medium Credibility,Journal,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/agrochemicals-journal-bias/
Advances in Respiratory Medicine,Pro-Science,Mostly Factual,Switzerland,Medium Credibility,Journal,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/advances-on-respiratory-medicine-bias/
Maryland State Wire,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/maryland-state-wire-bias/
MEAWW,Right-Center,Mixed,India,Medium Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/media-entertainment-arts-worldwide-meaww-com/
Media Circus,Right,Mixed,United States,Medium Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/media-circus/
